Sum of Adj Close,Sum of Close,Sum of Column1,Year,Quarter,Month,Day,Sum of High,Sum of Low,Sum of Open,Sum of Volume
1039.426514,1178.625,293,2016,Qtr 1,March,9,1184.699951,1147.574951,1170.5,2017784
1035.47998,1174.150024,294,2016,Qtr 1,March,10,1179.925049,1157.474976,1178.025024,1661666
1042.953857,1182.625,295,2016,Qtr 1,March,11,1195.425049,1167.5,1170,1530528
1038.433716,1177.5,296,2016,Qtr 1,March,14,1199,1170,1181,1636742
1027.366089,1164.949951,297,2016,Qtr 1,March,15,1181.75,1160.050049,1174.525024,1623356
1026.109863,1163.525024,298,2016,Qtr 1,March,16,1166,1153.449951,1157.5,1918246
1037.133423,1176.025024,299,2016,Qtr 1,March,17,1180.900024,1166,1167,2221088
1069.675171,1212.925049,300,2016,Qtr 1,March,18,1215,1180,1180,3204070
1078.670532,1223.125,301,2016,Qtr 1,March,21,1227.474976,1210,1213,2336982
1090.510132,1236.550049,302,2016,Qtr 1,March,22,1242.5,1218.25,1221,1951984
1090.818726,1236.900024,303,2016,Qtr 1,March,23,1243.949951,1228.650024,1243.949951,2278434
1090.642456,1236.699951,304,2016,Qtr 1,March,28,1258.574951,1230.775024,1245.5,3320882
1088.878906,1234.699951,305,2016,Qtr 1,March,29,1243.474976,1227.5,1239,1838796
1097.741821,1244.75,306,2016,Qtr 1,March,30,1252.5,1230,1235.449951,2136504
1111.322754,1260.150024,307,2016,Qtr 1,March,31,1275,1236.074951,1239.150024,4363964
1082.043945,1226.949951,308,2016,Qtr 2,April,1,1260.425049,1217.050049,1252.5,3041400
1089.694458,1235.625,309,2016,Qtr 2,April,4,1244,1223.5,1228,1752352
1085.946289,1231.375,310,2016,Qtr 2,April,5,1242.449951,1221.025024,1235.400024,1491794
1094.390503,1240.949951,311,2016,Qtr 2,April,6,1244.5,1229.675049,1235,1763150
1089.496094,1235.400024,312,2016,Qtr 2,April,7,1242.349976,1228.5,1240,2390942
1072.409302,1216.025024,313,2016,Qtr 2,April,8,1236.849976,1213.5,1233,1399500
1105.303711,1253.324951,314,2016,Qtr 2,April,11,1258.5,1206.5,1216.5,2400648
1110.374878,1259.074951,315,2016,Qtr 2,April,12,1262.5,1244.050049,1249,1303628
1113.924561,1263.099976,316,2016,Qtr 2,April,13,1272.5,1256.25,1265,1601468
1111.080444,1259.875,317,2016,Qtr 2,April,18,1276.75,1220,1226.5,7121504
1080.478638,1225.175049,318,2016,Qtr 2,April,20,1267.449951,1220,1267.449951,6405024
1069.035767,1212.199951,319,2016,Qtr 2,April,21,1233.699951,1206.099976,1225.5,2525724
1065.795044,1208.525024,320,2016,Qtr 2,April,22,1217.699951,1202.099976,1209.5,1964126
1080.875366,1225.625,321,2016,Qtr 2,April,25,1228.525024,1201.150024,1201.150024,2267654
1097.873779,1244.900024,322,2016,Qtr 2,April,26,1246.75,1221,1224.5,2554368
1107.266357,1255.550049,323,2016,Qtr 2,April,27,1257.300049,1237.949951,1240,1848670
1114.608032,1263.875,324,2016,Qtr 2,April,28,1270,1249.050049,1250.650024,4992744
1118.025146,1267.75,325,2016,Qtr 2,April,29,1271,1255,1258.5,2372178
1114.144653,1263.349976,326,2016,Qtr 2,May,2,1265,1250,1264.5,1116692
1092.714844,1239.050049,327,2016,Qtr 2,May,3,1265,1236,1262.5,2153118
1092.670898,1239,328,2016,Qtr 2,May,4,1247.025024,1228.5,1236.949951,1364892
1089.275757,1235.150024,329,2016,Qtr 2,May,5,1244.974976,1231.775024,1239,1246566
1090.642456,1236.699951,330,2016,Qtr 2,May,6,1242.150024,1215.5,1232.5,885598
1107.90564,1256.275024,331,2016,Qtr 2,May,9,1259,1228.199951,1236.699951,1821276
1112.469238,1261.449951,332,2016,Qtr 2,May,10,1266.974976,1248,1257.5,1158534
1110.440918,1259.150024,333,2016,Qtr 2,May,11,1262.800049,1245,1250,1598716
1131.562378,1283.099976,334,2016,Qtr 2,May,12,1284.949951,1260.275024,1260.275024,1513082
1112.689819,1261.699951,335,2016,Qtr 2,May,13,1283,1255.074951,1282.5,1621730
1124.926025,1275.574951,336,2016,Qtr 2,May,16,1282.400024,1261.25,1269,1111526
1133.32605,1285.099976,337,2016,Qtr 2,May,17,1295.625,1276,1282.099976,1756698
1124.904297,1275.550049,338,2016,Qtr 2,May,18,1282.925049,1263.025024,1282.925049,1500740
1127.483887,1278.474976,339,2016,Qtr 2,May,19,1280,1263.050049,1277.5,1038792
1115.291626,1264.650024,340,2016,Qtr 2,May,20,1282.900024,1261.400024,1271.150024,1230918
1098.60144,1245.724976,341,2016,Qtr 2,May,23,1272.949951,1240.099976,1272,1533016
1088.128784,1233.849976,342,2016,Qtr 2,May,24,1244.125,1229.800049,1242,1339158
1114.034546,1263.224976,343,2016,Qtr 2,May,25,1266.474976,1240.5,1240.5,1548678
1123.845459,1274.349976,344,2016,Qtr 2,May,26,1282.449951,1252.550049,1265,1943248
1134.406494,1286.324951,345,2016,Qtr 2,May,27,1289.925049,1275.300049,1276.574951,1104676
1162.516602,1318.199951,346,2016,Qtr 2,May,30,1320.974976,1291,1291.5,1349464
1132.973145,1284.699951,347,2016,Qtr 2,May,31,1323.5,1281,1320,3722608
1161.260498,1316.775024,348,2016,Qtr 2,June,1,1322.5,1285.5,1285.599976,1911942
1168.580078,1325.074951,349,2016,Qtr 2,June,2,1327.150024,1300,1300,1408756
1159.496582,1314.775024,350,2016,Qtr 2,June,3,1329,1310.25,1325.699951,1554922
1163.929321,1306.25,351,2016,Qtr 2,June,6,1319.5,1301.599976,1310.25,1322026
1172.238525,1315.574951,352,2016,Qtr 2,June,7,1319.5,1306.5,1307,1202194
1164.196899,1306.550049,353,2016,Qtr 2,June,8,1314.275024,1302.75,1308.625,938266
1148.224976,1288.625,354,2016,Qtr 2,June,9,1311.199951,1277.599976,1311.199951,1562138
1138.646118,1277.875,355,2016,Qtr 2,June,10,1301.625,1276.599976,1283,1396832
1134.747681,1273.5,356,2016,Qtr 2,June,13,1276.675049,1259,1270,1029978
1129.334351,1267.425049,357,2016,Qtr 2,June,14,1279.474976,1259.125,1279.474976,977570
1139.136353,1278.425049,358,2016,Qtr 2,June,15,1282.449951,1261,1265,1270844
1139.781738,1279.150024,359,2016,Qtr 2,June,16,1282.349976,1258.224976,1272.775024,1145070
1159.518799,1301.300049,360,2016,Qtr 2,June,17,1305,1279.5,1279.5,1878988
1184.779907,1329.650024,361,2016,Qtr 2,June,20,1334,1295.900024,1301.300049,1872838
1181.171387,1325.599976,362,2016,Qtr 2,June,21,1332.5,1320.699951,1331.75,1027690
1188.499878,1333.824951,363,2016,Qtr 2,June,22,1338.849976,1315.875,1325,1761712
1178.565063,1322.675049,364,2016,Qtr 2,June,23,1329.75,1312.650024,1327.5,1397014
1146.754395,1286.974976,365,2016,Qtr 2,June,24,1296.599976,1257.074951,1282.574951,3766586
1111.959473,1247.925049,366,2016,Qtr 2,June,27,1273.5,1241.324951,1273.5,4272566
1097.746948,1231.974976,367,2016,Qtr 2,June,28,1251.449951,1229.199951,1247.925049,4499524
1115.100342,1251.449951,368,2016,Qtr 2,June,29,1256.25,1232.650024,1237.5,2531264
1137.465332,1276.550049,369,2016,Qtr 2,June,30,1281.449951,1250.175049,1261,5121812
1114.186646,1250.425049,370,2016,Qtr 3,July,1,1282.300049,1247.175049,1281,2197296
1111.223755,1247.099976,371,2016,Qtr 3,July,4,1262.925049,1241,1258,1883484
1107.259155,1242.650024,372,2016,Qtr 3,July,5,1248.525024,1238.574951,1247.099976,1559748
1082.532593,1214.900024,373,2016,Qtr 3,July,7,1245.925049,1212.5,1243.849976,3316800
1081.106689,1213.300049,374,2016,Qtr 3,July,8,1221.025024,1201.75,1217.5,2456356
1097.835938,1232.074951,375,2016,Qtr 3,July,11,1235.900024,1213.5,1215,1543632
1098.192261,1232.474976,376,2016,Qtr 3,July,12,1237.5,1217.925049,1235.849976,1465536
1110.734253,1246.550049,377,2016,Qtr 3,July,13,1249.625,1225.625,1239,2102300
1123.565186,1260.949951,378,2016,Qtr 3,July,14,1264.5,1235.5,1243,2699988
1089.460205,1222.675049,379,2016,Qtr 3,July,15,1263.900024,1213.275024,1258.5,8336366
1084.158325,1216.724976,380,2016,Qtr 3,July,18,1234.5,1215.300049,1223.5,2598850
1098.74939,1233.099976,381,2016,Qtr 3,July,19,1236.400024,1213.75,1213.75,2362896
1111.558105,1247.474976,382,2016,Qtr 3,July,20,1251.25,1224.074951,1225,2815252
1116.503418,1253.025024,383,2016,Qtr 3,July,21,1259.75,1232.224976,1244.75,2527148
1120.535645,1257.550049,384,2016,Qtr 3,July,22,1262,1246,1249.449951,1517216
1143.025635,1279.474976,385,2016,Qtr 3,July,25,1281.599976,1252.900024,1256,1688796
1140.189331,1276.300049,386,2016,Qtr 3,July,26,1284,1266.5,1279.474976,2311290
1151.333862,1288.775024,387,2016,Qtr 3,July,27,1290.199951,1272.5,1277.5,1750510
1169.960449,1309.625,388,2016,Qtr 3,July,28,1314.775024,1288.525024,1290.25,4632080
1169.982788,1309.650024,389,2016,Qtr 3,July,29,1317.449951,1299.5,1307,2488084
1209.715088,1354.125,390,2016,Qtr 3,August,1,1362.5,1316,1316,3961704
1205.672363,1349.599976,391,2016,Qtr 3,August,2,1357.849976,1344.900024,1351.449951,2578162
1186.509888,1328.150024,392,2016,Qtr 3,August,3,1349.5,1324.525024,1343,2294702
1184.589233,1326,393,2016,Qtr 3,August,4,1341.474976,1318.125,1335,1415416
1183.293823,1324.550049,394,2016,Qtr 3,August,5,1342.150024,1316,1336.949951,1868484
1183.472412,1324.75,395,2016,Qtr 3,August,8,1334,1314.525024,1320,2058244
1183.784912,1325.099976,396,2016,Qtr 3,August,9,1329.900024,1289.425049,1329,2261914
1195.04126,1337.699951,397,2016,Qtr 3,August,10,1341,1324,1325.5,2062078
1210.45166,1354.949951,398,2016,Qtr 3,August,11,1357.5,1332.775024,1332.775024,2233138
1223.204468,1369.224976,399,2016,Qtr 3,August,12,1372.400024,1351.025024,1352.5,2327358
1202.322021,1345.849976,400,2016,Qtr 3,August,16,1370,1336.925049,1369,3183754
1172.328003,1312.275024,401,2016,Qtr 3,August,17,1349.5,1309,1349.5,1848566
1178.580933,1319.275024,402,2016,Qtr 3,August,18,1328.775024,1315.050049,1317.5,1292064
1162.925293,1301.75,403,2016,Qtr 3,August,19,1323.224976,1300,1320,2416244
1138.447144,1274.349976,404,2016,Qtr 3,August,22,1297.224976,1268.150024,1294,2265274
1161.830688,1300.525024,405,2016,Qtr 3,August,23,1302.474976,1270.099976,1272.474976,1503374
1148.877075,1286.025024,406,2016,Qtr 3,August,24,1301,1284.525024,1294.900024,1116878
1139.496948,1275.525024,407,2016,Qtr 3,August,25,1294.849976,1263,1290,1939690
1127.838623,1262.474976,408,2016,Qtr 3,August,26,1286.275024,1258.599976,1279.900024,1250314
1116.939819,1250.275024,409,2016,Qtr 3,August,29,1267.474976,1233.375,1267.474976,1488728
1136.415039,1272.074951,410,2016,Qtr 3,August,30,1274.900024,1250.625,1255,1444026
1121.741455,1255.650024,411,2016,Qtr 3,August,31,1275,1250.425049,1275,3231668
1120.044189,1253.75,412,2016,Qtr 3,September,1,1267.474976,1243.525024,1262.449951,1345736
1123.30481,1257.400024,413,2016,Qtr 3,September,2,1259.699951,1248.025024,1256,1742330
1109.56958,1242.025024,414,2016,Qtr 3,September,6,1260.074951,1240,1259.949951,2239066
1090.13916,1220.275024,415,2016,Qtr 3,September,7,1249.849976,1211.5,1249.849976,3854040
1037.230103,1161.050049,416,2016,Qtr 3,September,8,1180,1142.375,1180,7021516
1050.786987,1176.224976,417,2016,Qtr 3,September,9,1183.324951,1160.025024,1164.849976,2742438
1053.735107,1179.525024,418,2016,Qtr 3,September,12,1181.974976,1162,1168.5,2024454
1040.06665,1164.224976,419,2016,Qtr 3,September,14,1188.800049,1155,1181,2069858
1039.396729,1163.474976,420,2016,Qtr 3,September,15,1171.050049,1158.375,1169.974976,2818964
1054.918579,1180.849976,421,2016,Qtr 3,September,16,1188,1160,1168.349976,4358004
1077.140869,1205.724976,422,2016,Qtr 3,September,19,1213.5,1175,1182.5,2802546
1074.92981,1203.25,423,2016,Qtr 3,September,20,1208.449951,1192.699951,1205.5,1184552
1078.011597,1206.699951,424,2016,Qtr 3,September,21,1212,1200.349976,1203.849976,1678020
1062.199219,1189,425,2016,Qtr 3,September,22,1214,1185.550049,1212.625,2857574
1071.177368,1199.050049,426,2016,Qtr 3,September,23,1201.925049,1185.574951,1191,1800726
1072.517944,1200.550049,427,2016,Qtr 3,September,26,1209.550049,1197.5,1200.550049,1753476
1088.151611,1218.050049,428,2016,Qtr 3,September,27,1224,1200.550049,1200.550049,2038792
1082.32251,1211.525024,429,2016,Qtr 3,September,28,1218.75,1207.599976,1215.5,1731328
1088.911011,1218.900024,430,2016,Qtr 3,September,29,1228.25,1209.800049,1217.5,3603958
1085.784302,1215.400024,431,2016,Qtr 3,September,30,1224.900024,1211.550049,1218.525024,2175364
1077.252563,1205.849976,432,2016,Qtr 4,October,3,1228.824951,1200.550049,1225,1818880
1074.326782,1202.574951,433,2016,Qtr 4,October,4,1212.525024,1199,1210,1780718
1065.929443,1193.175049,434,2016,Qtr 4,October,5,1207.699951,1188.050049,1204,1176354
1067.001587,1194.375,435,2016,Qtr 4,October,6,1201.199951,1186.375,1197.5,2267572
1057.643188,1183.900024,436,2016,Qtr 4,October,7,1194,1179.099976,1194,1816512
1063.226563,1190.150024,437,2016,Qtr 4,October,10,1193.449951,1177.525024,1184.949951,1202142
1040.267578,1164.449951,438,2016,Qtr 4,October,13,1184.949951,1160.449951,1181.650024,5173334
1056.928589,1183.099976,439,2016,Qtr 4,October,14,1193.5,1145.5,1157.5,7741214
1055.253418,1181.224976,440,2016,Qtr 4,October,17,1187.900024,1172.199951,1184.449951,2728346
1072.115601,1200.099976,441,2016,Qtr 4,October,18,1207.849976,1177.400024,1188,2128632
1069.837402,1197.550049,442,2016,Qtr 4,October,19,1205,1185.150024,1200.5,1985058
1072.540161,1200.574951,443,2016,Qtr 4,October,20,1204.675049,1193,1198.449951,1265854
1084.82373,1214.324951,444,2016,Qtr 4,October,21,1215.949951,1199.125,1200,1259660
1087.308838,1213.849976,445,2016,Qtr 4,October,24,1217.449951,1201.275024,1214.099976,1253190
1074.20874,1199.224976,446,2016,Qtr 4,October,25,1207.300049,1190.5,1202.5,1772466
1073.223755,1198.125,447,2016,Qtr 4,October,26,1201.375,1186.25,1199.300049,1437130
1083.009644,1209.050049,448,2016,Qtr 4,October,27,1214.75,1182.75,1189.849976,2941602
1074.320801,1199.349976,449,2016,Qtr 4,October,28,1207.550049,1194,1205,1752102
1052.509277,1175,450,2016,Qtr 4,November,1,1199.849976,1167.074951,1199.849976,2934776
1031.929443,1152.025024,451,2016,Qtr 4,November,2,1172,1147.5,1170.5,2325076
1038.826782,1159.724976,452,2016,Qtr 4,November,3,1167.5,1142.25,1147,1463310
1043.798096,1165.275024,453,2016,Qtr 4,November,4,1168.074951,1147,1160,1183752
1019.83667,1138.525024,454,2016,Qtr 4,November,7,1172.449951,1130.025024,1168.949951,2048052
1022.591064,1141.599976,455,2016,Qtr 4,November,8,1153.5,1130,1140.224976,1933634
971.824524,1084.925049,456,2016,Qtr 4,November,9,1137.5,1071.425049,1090,4500226
965.375244,1077.724976,457,2016,Qtr 4,November,10,1108.75,1070.400024,1102.400024,2172426
941.05542,1050.574951,458,2016,Qtr 4,November,11,1073.525024,1043.099976,1073.525024,2398424
950.079834,1060.650024,459,2016,Qtr 4,November,15,1078.775024,1025.949951,1058.449951,6290324
980.669983,1094.800049,460,2016,Qtr 4,November,16,1104.449951,1069,1072.550049,4019958
957.201233,1068.599976,461,2016,Qtr 4,November,17,1104.300049,1065.074951,1092.5,2504688
951.782043,1062.550049,462,2016,Qtr 4,November,18,1075,1052.099976,1071,2140534
955.275513,1066.449951,463,2016,Qtr 4,November,21,1070,1052.5,1063.099976,1793366
956.21582,1067.5,464,2016,Qtr 4,November,22,1088.724976,1061.025024,1066,1318860
965.778198,1078.175049,465,2016,Qtr 4,November,23,1081.474976,1063.599976,1074.5,1275808
980.154907,1094.224976,466,2016,Qtr 4,November,24,1103.800049,1068.5,1077.449951,3026234
1030.272217,1150.175049,467,2016,Qtr 4,November,25,1153.625,1096.099976,1106,4276148
1022.322632,1141.300049,468,2016,Qtr 4,November,28,1159.724976,1125.949951,1147,1924296
1012.133423,1129.925049,469,2016,Qtr 4,November,29,1146,1126.275024,1137.5,1442296
1019.38855,1138.025024,470,2016,Qtr 4,November,30,1147.375,1121.150024,1132.5,3445832
1013.745728,1131.724976,471,2016,Qtr 4,December,1,1145,1127.025024,1138.5,1123052
995.114014,1110.925049,472,2016,Qtr 4,December,2,1135.400024,1102.599976,1129,1998032
979.057495,1093,473,2016,Qtr 4,December,5,1118.925049,1085,1114.5,2249526
977.423035,1091.175049,474,2016,Qtr 4,December,6,1101.974976,1084.949951,1095,1593444
964.971924,1077.275024,475,2016,Qtr 4,December,7,1092.224976,1072.824951,1091.099976,2065706
983.424316,1097.875,476,2016,Qtr 4,December,8,1099.5,1080,1080.25,3239546
983.200562,1097.625,477,2016,Qtr 4,December,9,1109.949951,1086.650024,1102.5,1588718
989.000732,1104.099976,478,2016,Qtr 4,December,12,1108.800049,1081.5,1097.400024,1311758
985.46228,1100.150024,479,2016,Qtr 4,December,13,1109,1091.5,1109,2147534
988.73175,1103.800049,480,2016,Qtr 4,December,14,1112.349976,1094.5,1107,1870366
1011.886963,1129.650024,481,2016,Qtr 4,December,15,1136.050049,1101,1101,4295410
1022.344788,1141.324951,482,2016,Qtr 4,December,16,1145,1126,1138.5,1987230
1025.143921,1144.449951,483,2016,Qtr 4,December,19,1148.849976,1130.650024,1140,1334210
1047.717163,1169.650024,484,2016,Qtr 4,December,20,1172.5,1143.525024,1146,2922760
1036.206787,1156.800049,485,2016,Qtr 4,December,21,1171.900024,1152.800049,1171.900024,2034902
1033.564209,1153.849976,486,2016,Qtr 4,December,22,1162.5,1143.099976,1153,1868300
1024.785767,1144.050049,487,2016,Qtr 4,December,23,1158.875,1139.400024,1150,1118954
1027.025146,1146.550049,488,2016,Qtr 4,December,26,1150.800049,1133,1133,897408
1040.595825,1161.699951,489,2016,Qtr 4,December,27,1165,1140.75,1140.75,1294692
1036.117065,1156.699951,490,2016,Qtr 4,December,28,1174.949951,1151.574951,1163.349976,1350418
1053.270874,1175.849976,491,2016,Qtr 4,December,29,1179.949951,1151.5,1151.5,1963516
1059.473755,1182.775024,492,2016,Qtr 4,December,30,1189.300049,1172.824951,1177.449951,1405748
1057.592651,1180.675049,493,2017,Qtr 1,January,2,1187.550049,1176.199951,1183.300049,823132
1060.683228,1184.125,494,2017,Qtr 1,January,3,1185.849976,1171.650024,1180.625,1475324
1065.72168,1189.75,495,2017,Qtr 1,January,4,1194.425049,1179.150024,1184.849976,1420066
1045.521973,1167.199951,496,2017,Qtr 1,January,5,1194.974976,1160.199951,1192,2216404
1021.784912,1140.699951,497,2017,Qtr 1,January,6,1164.675049,1128.550049,1160.5,3009896
1031.772583,1151.849976,498,2017,Qtr 1,January,9,1155.650024,1128.5,1137.5,1854578
1036.990601,1157.675049,499,2017,Qtr 1,January,10,1164.900024,1145.75,1152,1533914
1041.043823,1162.199951,500,2017,Qtr 1,January,11,1164.800049,1140.099976,1157.5,1931296
1049.978638,1172.175049,501,2017,Qtr 1,January,12,1180,1152,1162.199951,2570374
1007.408081,1124.650024,502,2017,Qtr 1,January,13,1178.974976,1118.925049,1174,10235580
1011.55127,1129.275024,503,2017,Qtr 1,January,16,1136.949951,1114,1125,3364808
1020.598206,1139.375,504,2017,Qtr 1,January,17,1143.900024,1126.400024,1127.449951,3009956
1027.921021,1147.550049,505,2017,Qtr 1,January,18,1149,1132.724976,1139,3136574
1026.084717,1145.5,506,2017,Qtr 1,January,19,1147.574951,1141.474976,1147.5,2251676
1023.554016,1142.675049,507,2017,Qtr 1,January,20,1150,1132.5,1143.5,2037246
1036.063354,1153.349976,508,2017,Qtr 1,January,23,1156.75,1129.900024,1132.5,2318546
1041.295776,1159.175049,509,2017,Qtr 1,January,24,1161.5,1145,1152,2282638
1056.858887,1176.5,510,2017,Qtr 1,January,25,1180,1159.025024,1161.300049,4111648
1059.014893,1178.900024,511,2017,Qtr 1,January,27,1189.375,1172.525024,1172.525024,2871658
1047.830811,1166.449951,512,2017,Qtr 1,January,30,1175.974976,1159.074951,1170.5,2577956
1001.523376,1114.900024,513,2017,Qtr 1,January,31,1166.025024,1100.025024,1160,4666804
973.720459,1083.949951,514,2017,Qtr 1,February,1,1119.974976,1077.775024,1110,4864152
991.574524,1103.824951,515,2017,Qtr 1,February,2,1109.5,1076.5,1085.025024,6009482
1002.758362,1116.275024,516,2017,Qtr 1,February,3,1121.5,1095.5,1104.849976,2153372
1006.44165,1120.375,517,2017,Qtr 1,February,6,1129.25,1107.474976,1129,2408910
1008.170776,1122.300049,518,2017,Qtr 1,February,7,1126.300049,1113,1122,1814638
1020.005676,1135.474976,519,2017,Qtr 1,February,8,1141.300049,1122.025024,1122.449951,2212584
1040.824097,1158.650024,520,2017,Qtr 1,February,9,1164,1135.099976,1137.5,4033202
1077.048584,1198.974976,521,2017,Qtr 1,February,10,1212.224976,1155.5,1155.5,5782160
1084.369507,1207.125,522,2017,Qtr 1,February,13,1214.5,1191.175049,1198,3819812
1080.776123,1203.125,523,2017,Qtr 1,February,14,1209.824951,1199,1209.824951,2033328
1084.122314,1206.849976,524,2017,Qtr 1,February,15,1214,1187.550049,1198.5,1924972
1099.416382,1223.875,525,2017,Qtr 1,February,16,1239,1217.800049,1230,4175680
1081.517456,1203.949951,526,2017,Qtr 1,February,17,1237.800049,1201,1236,2723324
1123.872681,1251.099976,527,2017,Qtr 1,February,20,1277.5,1204.050049,1212.5,3973948
1107.321777,1232.675049,528,2017,Qtr 1,February,21,1262.949951,1227.574951,1257,5501112
1083.134277,1205.75,529,2017,Qtr 1,February,22,1235,1200.074951,1232.949951,4505496
1114.710205,1240.900024,530,2017,Qtr 1,February,23,1246.625,1207.5,1207.5,4853352
1118.325439,1244.925049,531,2017,Qtr 1,February,27,1251,1235.025024,1239.550049,2139892
1107.72583,1233.125,532,2017,Qtr 1,February,28,1245,1225,1244.75,2354828
1113.699219,1239.775024,533,2017,Qtr 1,March,1,1250.949951,1235,1239.949951,1130374
1123.535645,1250.724976,534,2017,Qtr 1,March,2,1255,1235.025024,1243.349976,1544942
1120.212158,1247.025024,535,2017,Qtr 1,March,3,1249.849976,1237.699951,1246,1013970
1110.532715,1236.25,536,2017,Qtr 1,March,6,1242,1227.275024,1240,1400694
1122.794556,1249.900024,537,2017,Qtr 1,March,7,1252.5,1237.525024,1241.449951,1511672
1128.364136,1256.099976,538,2017,Qtr 1,March,8,1260,1246.099976,1251,1791510
1131.755249,1259.875,539,2017,Qtr 1,March,9,1262,1252.025024,1257.074951,858468
1141.861084,1271.125,540,2017,Qtr 1,March,10,1274.775024,1256.974976,1259.800049,1171420
1153.202393,1283.75,541,2017,Qtr 1,March,14,1293.574951,1275.525024,1278.400024,3402294
1122.120972,1249.150024,542,2017,Qtr 1,March,15,1286.074951,1246.925049,1286,3022496
1132.271606,1260.449951,543,2017,Qtr 1,March,16,1263.5,1253,1253,1571818
1134.450317,1262.875,544,2017,Qtr 1,March,17,1273,1254.875,1273,2593152
1113.901855,1240,545,2017,Qtr 1,March,20,1262.974976,1233,1262.974976,3487540
1116.910522,1243.349976,546,2017,Qtr 1,March,21,1246,1232.5,1241,3373700
1113.430054,1239.474976,547,2017,Qtr 1,March,22,1248,1234.974976,1240.074951,1888716
1105.075684,1230.175049,548,2017,Qtr 1,March,23,1242.525024,1223.599976,1241,2620638
1090.186035,1213.599976,549,2017,Qtr 1,March,24,1234.900024,1211.650024,1234.900024,5099814
1083.381226,1206.025024,550,2017,Qtr 1,March,27,1220,1203,1213.474976,2181270
1091.421021,1214.974976,551,2017,Qtr 1,March,28,1221.699951,1205,1205,1153158
1098.001343,1222.300049,552,2017,Qtr 1,March,29,1225.400024,1212.800049,1218,1717764
1096.384399,1220.5,553,2017,Qtr 1,March,30,1232.5,1217.5,1222.449951,2986086
1092.252197,1215.900024,554,2017,Qtr 1,March,31,1220.425049,1207.5,1219.199951,1867044
1083.224243,1205.849976,555,2017,Qtr 2,April,3,1217.5,1204.099976,1217.5,1196888
1078.530518,1200.625,556,2017,Qtr 2,April,5,1209.949951,1197.5,1209.949951,2905568
1077.991821,1200.025024,557,2017,Qtr 2,April,6,1205,1196.275024,1200,1720704
1091.01709,1214.525024,558,2017,Qtr 2,April,7,1216.625,1196.074951,1197.449951,2277012
1087.962769,1211.125,559,2017,Qtr 2,April,10,1224.5,1202.5,1216,2543264
1086.637939,1209.650024,560,2017,Qtr 2,April,11,1221.550049,1203,1208.650024,1557784
1074.9375,1196.625,561,2017,Qtr 2,April,12,1214,1191.5,1211.25,1050538
1045.921753,1164.324951,562,2017,Qtr 2,April,13,1204.5,1160.525024,1200,2500472
1039.723877,1157.425049,563,2017,Qtr 2,April,17,1166.449951,1147.574951,1165.199951,2270882
1037.006226,1154.400024,564,2017,Qtr 2,April,18,1167.099976,1151.025024,1165,1730620
1032.671997,1149.574951,565,2017,Qtr 2,April,19,1174.349976,1126.400024,1131.75,5626812
1044.50708,1162.75,566,2017,Qtr 2,April,20,1166,1145.474976,1152.650024,1268842
1037.904785,1155.400024,567,2017,Qtr 2,April,21,1167.824951,1150.5,1164.550049,1161154
1045.674683,1164.050049,568,2017,Qtr 2,April,24,1169.824951,1141.25,1150,2000020
1038.218872,1155.75,569,2017,Qtr 2,April,25,1172.224976,1151.349976,1164,3148710
1037.702759,1155.175049,570,2017,Qtr 2,April,26,1171.974976,1151.525024,1170,2187438
1034.244019,1151.324951,571,2017,Qtr 2,April,27,1163.900024,1138.824951,1153.025024,5773186
1020.994202,1136.574951,572,2017,Qtr 2,April,28,1149.375,1134,1147,2540510
1028.51709,1144.949951,573,2017,Qtr 2,May,2,1151,1140,1147,2382696
1049.807373,1168.650024,574,2017,Qtr 2,May,3,1172.5,1134.25,1147.5,3514406
1046.57312,1165.050049,575,2017,Qtr 2,May,4,1175,1154.400024,1174.974976,2708208
1042.261108,1160.25,576,2017,Qtr 2,May,5,1166.25,1151.25,1154,1682474
1052.120361,1171.224976,577,2017,Qtr 2,May,8,1173.699951,1158.849976,1160.5,1071782
1056.656616,1176.275024,578,2017,Qtr 2,May,9,1180.5,1166.275024,1171.974976,1790270
1047.628784,1166.224976,579,2017,Qtr 2,May,10,1178.074951,1158,1177.5,1206388
1055.264648,1174.724976,580,2017,Qtr 2,May,11,1180,1161.375,1173.650024,2071302
1060.295044,1180.324951,581,2017,Qtr 2,May,12,1184.949951,1160.025024,1171.650024,2314446
1062.293701,1182.550049,582,2017,Qtr 2,May,15,1188.974976,1170.800049,1187.550049,1817604
1091.06189,1214.574951,583,2017,Qtr 2,May,16,1217.5,1186.724976,1190,3601026
1102.829956,1227.675049,584,2017,Qtr 2,May,17,1230.375,1211.5,1216.75,2876198
1139.144165,1268.099976,585,2017,Qtr 2,May,18,1286,1221.125,1225,5138594
1126.096191,1253.574951,586,2017,Qtr 2,May,19,1270.275024,1243,1268.099976,1786044
1136.96582,1265.675049,587,2017,Qtr 2,May,22,1276.875,1255,1255,1663940
1132.631104,1260.849976,588,2017,Qtr 2,May,23,1282.074951,1257,1266.599976,2748596
1149.451904,1279.574951,589,2017,Qtr 2,May,24,1285,1264.824951,1267.400024,2534548
1178.848999,1312.300049,590,2017,Qtr 2,May,25,1318.775024,1284,1288.5,4094094
1158.030518,1289.125,591,2017,Qtr 2,May,26,1313.425049,1282.324951,1312.5,1362550
